file,name,x,y,width,length,rotation,split_alpha,opacity
frame000.png,b00,160.29543634878902,106.3579053882517,7.098617719574762,19.063195231687356,1.6235254834522912,None,0.28680135149498254
frame000.png,b01,155.97260623619863,125.34146370823824,7.718399741794927,19.093117085977337,1.9965468772259998,None,0.28680135149498254
frame000.png,b10,165.37275146076274,129.2764954717359,7.165456276354239,18.813183899944168,2.1408278715030713,None,0.28680135149498254
frame000.png,b11,170.8999018103252,112.87344118800021,7.967479178706685,16.850271740834177,1.595747718787101,None,0.28680135149498254
frame001.png,b00,160.67407666194882,106.42355077650627,7.956325165420458,18.61447761965828,1.6059481203612092,None,0.28680135149498254
frame001.png,b01,156.33604751878525,125.47520286784044,7.614750407769435,18.34558530276787,2.0287556874320933,None,0.28680135149498254
frame001.png,b10,165.9033555891016,128.28494687832224,7.028704152459282,20.997230273967926,2.110932396101847,None,0.28680135149498254
frame001.png,b11,171.01361682355605,111.20453030018011,7.798609296772491,16.5998027298952,1.7100753461248253,None,0.28680135149498254
frame002.png,b00,160.84829359124808,106.8404550808722,7.809825056411787,20.1792864556395,1.5658713893836662,None,0.28680135149498254
frame002.png,b01,155.2944611854608,127.52122524583984,7.243079993164929,19.222433015148667,2.144456792443967,None,0.28680135149498254
frame002.png,b10,166.26240740727548,128.81181684560235,6.485850494258234,20.594675009084202,2.0939064294529173,None,0.28680135149498254
frame002.png,b11,171.7178936982479,111.06345070072302,8.003271675487154,18.066411504956882,1.5838167706944755,None,0.28680135149498254
frame003.png,b00,162.07916739758832,106.98135377967874,6.8543383341425645,20.48641659068598,1.5070892369595632,None,0.28680135149498254
frame003.png,b01,155.20065350839707,127.60953889015585,7.404682206218559,20.71680087028057,2.1880065161296636,None,0.28680135149498254
frame003.png,b10,166.16679668318758,129.2518586166622,6.510756704447203,20.43079230386262,2.1196129361891667,None,0.28680135149498254
frame003.png,b11,172.7142281524456,110.91231835647554,7.997502316828032,20.04765561573642,1.6091092478688318,None,0.28680135149498254
frame004.png,b00,162.29134370652432,109.0204323702572,7.332316613248988,21.997730201925634,1.4161702591145426,None,0.28680135149498254
frame004.png,b01,153.61602486419042,126.55345436628036,7.862869111737917,21.890806038648467,1.8874220279516678,None,0.28680135149498254
frame004.png,b10,166.1775859416081,129.5054118903023,6.867515687915335,21.352879531149334,2.124701757523308,None,0.28680135149498254
frame004.png,b11,173.36236323117436,110.39078584964064,7.579591587276324,20.87991051933471,1.6159932759416988,None,0.28680135149498254
frame005.png,b00,162.87469090818783,110.94286707965668,7.068786768148208,22.37143887743133,1.4099558938345478,None,0.28680135149498254
frame005.png,b01,153.52909796820575,127.89087301572053,7.551137658051604,23.129686577769505,1.8096554559543276,None,0.28680135149498254
frame005.png,b10,166.09247709279674,131.78654339334008,6.781974502357796,22.054186614172547,2.1656514982251145,None,0.28680135149498254
frame005.png,b11,173.75851429135201,111.59454782224638,7.453968286710284,22.69569224651889,1.5094890031650197,None,0.28680135149498254
frame006.png,b00,163.03310582956868,112.64694762947205,6.978648380306009,23.85453733913744,1.4040442709785677,None,0.28680135149498254
frame006.png,b01,153.6857634277394,128.6610355407104,7.957777873747489,23.597489678015663,1.8142760863833942,None,0.28680135149498254
frame006.png,b10,166.15277572520162,133.5105108024118,6.914961674361484,23.57984888486664,2.2435730114955037,None,0.28680135149498254
frame006.png,b11,174.45184700204467,111.53539715808554,7.254631416750719,24.967598002701862,1.4806200582362865,None,0.28680135149498254
